Symbol,Name,Current Price,% Change,Avg Stock Volume,Avg Option Volume,Date,Implied_Move,Actual_Move,Straddle Return,Avg Straddle Return,Max Return,Min Return,InWatchlist,EtfHoldingsList,MarketCap
CTSO,Cytosorbents,1.02,0,277475,45,11/9/2023,0.1157,0.0079,1.054,0.9063,2.994,0.1207,0,,53215032
ELTX,Elicio Therapeutics,4.18,-0.0048,71386,,11/9/2023,,-0.0034,,,,,0,,40151620
OUST,Ouster,5.4,0.0672,726740,922,11/9/2023,0.1265,0.1966,0.0646,0.2056,0.658,-0.1116,0,,219738352
GRPN,Groupon,16.04,-0.0308,1187669,8238,11/9/2023,0.2028,-0.3482,0.7194,0.0191,0.3513,-0.4108,0,,624485696
TSBX,Turnstone Biologics Corp.,2.16,-0.0226,107150,,11/9/2023,,-0.0486,,,,,0,IWM,49881056
LIFE,Atyr Pharma,1.97,0,314899,42,11/9/2023,0.073,-0.0261,,-0.1175,0.0296,-0.2424,0,,115363320
CLNE,Clean Energy Fuels Corp.,2.93,0.0034,1746424,1315,11/9/2023,0.0898,-0.0453,-0.0301,-0.0977,0.2405,-0.2392,0,XOP - IWM,653119872
ONL,Orion Office REIT,4.9,0.0082,472117,49,11/9/2023,0.0665,-0.004,-0.3494,-0.1542,0.0285,-0.3654,0,VNQ - IWM,273322304
HYFM,Hydrofarm Holdings Group,0.9,-0.0415,191685,43,11/9/2023,0.1355,0.1086,-0.1784,-0.1991,-0.0623,-0.392,0,,41183620
DNTH,Dianthus Therapeutics,23.94,0.0319,39795,1,11/9/2023,0.0993,0.0079,,,,,0,,701877696
HHS,Harte-Hanks,7.85,0.0064,14289,,11/9/2023,,-0.0254,,,,,0,,57446560
CURI,Curiositystream  - Class A,0.5001,0.0165,83408,9,11/9/2023,0.1328,-0.0518,,0.0314,0.0487,0.0141,0,,26520894
BRLT,Brilliant Earth Group - Class A,3.21,0.0664,64489,43,11/9/2023,0.1186,-0.137,-0.0533,0.134,0.6742,-0.1024,0,,39385704
SPRY,Ars Pharmaceuticals,7.08,0.0909,504897,271,11/9/2023,0.0849,0.0875,-0.0491,0.1102,0.4679,-0.2865,0,IBB - IWM,679660480
HE,Hawaiian Electric Industries,13.09,0.0015,2446503,5943,11/9/2023,0.0618,-0.1713,1.8811,-0.0167,0.6698,-0.3563,0,,1434298752
TPC,Tutor Perini,8.91,0.0056,189760,288,11/9/2023,0.149,-0.0014,-0.5399,-0.0239,0.3561,-0.1934,0,IWM,463517504
MRKR,Marker Therapeutics,4.24,0.0469,64604,,11/9/2023,,-0.0856,,,,,0,,37689444
AKLI,Akili,0.239,-0.0042,102381,8,11/9/2023,0.1454,-0.0652,0.0159,-0.1686,0.1597,-0.4,0,,18716030
WHLM,Wilhelmina International,4.7,0,2272,,11/9/2023,,0.0251,,,,,0,,24239516
DRMA,Dermata Therapeutics,0.448,0.0182,694107,,11/9/2023,,-0.0772,,,,,0,,1428684
KINS,Kingstone Companies,3.25,-0.0356,19301,9,11/9/2023,0.142,-0.0095,0.0934,0.0174,0.1682,-0.1418,0,,34971884
SLS,Sellas Life Sciences Group,0.7775,0.0019,952244,864,11/9/2023,0.2147,-0.0023,0.1307,0.3882,1.7453,-0.2411,0,,33811196
PKST,Peakstone Realty Trust Common Shares,15.4,0.0267,222668,20,11/9/2023,0.1236,0.021,0.0027,-0.1415,-0.1415,-0.1415,0,VNQ - IWM,554602944
CPTN,Cepton,2.62,0.0275,32377,,11/9/2023,,-0.0476,,,,,0,,41518980
ACHV,Achieve Life Sciences  - Common Shares,4.5,0.0297,69825,88,11/9/2023,0.0984,-0.0191,0.2763,-0.3144,-0.1267,-0.7759,0,,95245920
INDI,Indie Semiconductor - Class A,7.49,0.0403,2222995,1167,11/9/2023,0.1073,0.1417,0.2796,-0.2194,0.1383,-0.4153,0,IWM,1213434624
RGTI,Rigetti Computing,1.25,0.0776,2473966,375,11/9/2023,0.2291,-0.0762,-0.4115,0.1359,0.1539,0.118,0,,183308128
HGBL,Heritage Glb,2.81,-0.0035,111686,,11/9/2023,,-0.1925,,,,,0,,103712768
XOS,Xos,8.02,0.0152,264968,17,11/9/2023,0.1457,0.309,,,,,0,,47648692
BBDC,Barings Bdc,8.83,0.0057,474418,63,11/9/2023,0.0195,-0.0479,-0.2016,0.0635,0.4205,-0.231,0,,940538048
U,Unity Software,33.82,0.0123,11055248,48716,11/9/2023,0.1243,0.0701,-0.4354,-0.0442,0.4528,-0.6826,0,,12852242432
CLPT,Clearpoint Neuro,7.29,0.0297,97136,58,11/9/2023,0.0865,-0.1771,1.0955,0.0372,0.3225,-0.4712,0,IWM,179601392
BFRI,Biofrontera,0.7316,0.0036,181676,11,11/9/2023,0.194,-0.0256,,-0.1303,-0.1124,-0.1482,0,,1110297
AMPX,Amprius Technologies,4.14,-0.0372,478237,846,11/9/2023,0.1283,0.1758,0.1494,-0.1982,0.0735,-0.6979,0,IWM,365960032
RBA,RB Global,68.64,0.0099,973481,1013,11/9/2023,0.0688,-0.1033,0.5492,0.2352,1.4828,-0.2779,0,,12515322880
VTRU,Vitru Limited - Common Shares,14.1,-0.0421,36049,,11/9/2023,,-0.096,,,,,0,,476949440
SONY,Sony Group American Depositary Shares,96,-0.0041,733517,2057,11/9/2023,0.0448,-0.0664,0.554,0.3924,0.6049,-0.0282,0,,1.18E+11
SMID,Smith-Midland,42.63,-0.0525,18766,,11/9/2023,,0.1137,,,,,0,,224080896
PBR,Petrobras Brasileiro,17.19,-0.0029,15764755,75688,11/9/2023,0.041,0.016,-0.0237,-0.0262,0.1021,-0.1217,0,,1.11E+11
MSEX,Middlesex Water Company,56.44,0.0073,86436,33,11/9/2023,0.0362,-0.0022,0.0818,0.041,0.3011,-0.1157,0,IWM,1005010112
DM,Desktop Metal Class A,0.598,-0.0017,3265131,2006,11/9/2023,0.1805,-0.0878,-0.189,0.0796,0.748,-0.1775,0,IWM,194192304
OPTN,Optinose,1.34,0.0635,288799,,11/9/2023,,-0.0161,,1.2418,3.0616,0.043,0,IWM,150379216
XMTR,Xometry - Class A,32.92,-0.0075,466136,133,11/9/2023,0.1508,-0.0329,0.0316,0.5067,1.5725,-0.3104,0,IWM,1582495872
AMTX,Aemetis,3.54,0.0028,495131,1225,11/9/2023,0.1548,0.0066,-0.1714,0.0458,0.2096,-0.1943,0,,139657456
LABP,Landos Biopharma,5.18,0,7098,,11/9/2023,,-0.0749,,,,,0,,16145251
CABA,Cabaletta Bio,25,-0.015,1080436,926,11/9/2023,0.1393,0.0192,-0.1994,-0.1292,0.3331,-0.6036,0,IBB - XBI - IWM,1071235200
BTTX,Better Therapeutics,0.151,-0.0848,2291955,30,11/9/2023,0.1486,-0.0347,,0.3216,0.636,-0.2366,0,,8207227
ACRV,Acrivon Therapeutics,3.63,0.0254,36013,,11/9/2023,,-0.1919,,,,,0,IWM,80565344
RPTX,Repare Therapeutics - Common Shares,7.73,-0.0301,306470,76,11/9/2023,0.127,-0.1083,0.0558,-0.0459,0.0554,-0.0977,0,,325343712
IRON,Disc Medicine,68.29,0.0234,209253,199,11/9/2023,0.1676,0.0138,-0.0538,0.0718,0.8479,-0.4983,0,IBB - XBI - IWM,1648550016
GSL,Global Ship Lease New Class A Common Shares,20.53,0.0118,525368,816,11/9/2023,0.0439,0.0236,-0.2614,-0.0537,0.1573,-0.2323,0,,728631488
WBX,Wallbox N.V. Class A,1.56,0.0196,784258,87,11/9/2023,0.1006,0.0379,,-0.0657,0.0261,-0.1587,0,,327276128
TCRX,Tscan Therapeutics,5.81,-0.0317,118613,,11/9/2023,,-0.0092,,,,,0,,277827040
TSQ,Townsquare Media Class A,11,0.0358,39416,18,11/9/2023,0.0585,0.0149,-0.157,0.6866,2.3717,-0.2093,0,IWM,181030736
GOSS,Gossamer Bio,0.87,0.0105,1597151,229,11/9/2023,0.1383,-0.0756,-0.3234,0.9395,3.8514,-0.1513,0,,196030224
AVAH,Aveanna Healthcare Hldgs,2.53,0.0285,166138,16,11/9/2023,0.162,0.0201,1.274,0.0022,0.3213,-0.3169,0,IWM,482554976
STXS,Stereotaxis,2.59,0.0658,202574,84,11/9/2023,0.0753,-0.1065,0.0926,0.5531,1.4355,-0.3957,0,,209448832
EYE,National Vision Holdings,20.04,0.005,1170282,86,11/9/2023,0.1297,0.0297,-0.5006,0.616,2.252,-0.0536,0,XRT - IWM,1565838080
EVA,Enviva,0.5247,-0.0081,2605945,952,11/9/2023,0.3125,-0.7786,0.6433,0.6152,2.2129,-0.1873,0,IWM,39088336
AEE,Ameren,68.7,0.0115,1934276,327,11/9/2023,0.03,-0.0192,0.0177,-0.0572,0.0005,-0.1066,0,SPY - XLU,18050889728
DARE,Dare Bioscience,0.348,0.0087,460577,,11/9/2023,,-0.0693,,,,,0,,34299692
MNPR,Monopar Therapeutics,0.35,0.0703,756526,,11/9/2023,,-0.0303,,,,,0,,5203240
NTLA,Intellia Therapeutics,28.23,0.0277,1405806,975,11/9/2023,0.1109,-0.1227,0.2338,0.0149,0.2491,-0.211,0,IBB - XBI - IWM,2528134400
BRAG,Bragg Gaming Group - Common Shares,5.62,0.0682,33016,146,11/9/2023,0.0755,-0.0124,-0.1171,-0.0485,0.1973,-0.3749,0,,127756704
ECX,Ecarx Holdings - Class A,2.78,0.0258,348083,,11/9/2023,,-0.0741,,,,,0,,937959168
USFD,US Foods Hldg,46.64,-0.0079,1627713,1102,11/9/2023,0.0491,0.0051,-0.1747,-0.0102,0.5288,-0.2779,0,,11466518528
THRD,Third Harmonic Bio,9.66,0.071,136939,5,11/9/2023,0.1276,-0.0033,0.0047,,,,0,IBB - IWM,390065760
SDPI,Superior Drilling Prods,0.7199,-0.0057,50838,,11/9/2023,,-0.1432,,,,,0,,21883462
EWTX,Edgewise Therapeutics,19.47,-0.0172,654070,106,11/9/2023,0.0982,-0.0729,-0.1793,0.0815,0.3662,-0.0753,0,IBB - IWM,1796526464
OTLY,Oatly Group Ab - American Depositary Shares,1.13,0.018,3715981,1813,11/9/2023,0.0914,-0.0812,-0.1788,-0.0156,0.7128,-0.4299,0,,669118080
CIO,City Office REIT,4.78,0.0106,298407,194,11/9/2023,0.0671,0.0709,-0.1946,0.1841,1.0369,-0.3048,0,VNQ - IWM,190849920
CMPX,Compass Therapeutics,1.57,0.0828,448717,,11/9/2023,,-0.064,,,,,0,IWM,200153504
MKTW,Marketwise - Class A,2.22,-0.022,178441,111,11/9/2023,0.1358,0.0262,,-0.0408,0.1627,-0.1658,0,IWM,86907320
IMNM,Immunome,23.11,-0.0162,275750,112,11/9/2023,0.1192,-0.0273,0.0526,-0.0544,0.0491,-0.16,0,,1040607104
EXAI,Exscientia PLC - American Depositary Shares,6.77,0.0746,512360,219,11/9/2023,0.1259,-0.0234,-0.1976,-0.055,-0.0421,-0.0875,0,IBB,834977216
GDRX,Goodrx Holdings - Class A,6.51,-0.0031,1503933,448,11/9/2023,0.1483,-0.1883,0.0914,-0.1053,0.3783,-0.4606,0,,2643909120
STNG,Scorpio Tankers Common Shares,65.81,-0.0039,1118460,8654,11/9/2023,0.0536,0.0509,-0.1202,-0.2006,0.0115,-0.3398,0,IWM,3495021568
EVTL,Vertical Aerospace Ltd.,0.7135,0.0049,444290,58,11/9/2023,0.1217,-0.0334,,3.0664,8.958,-0.2232,0,,152839552
CLMT,Calumet Specialty Prods,16.29,0.0056,122671,1179,11/9/2023,0.1102,0.0962,-0.1027,-0.1432,-0.0006,-0.3321,0,,1302520064
NVAX,Novavax,4.03,0.0633,7419326,19991,11/9/2023,0.1542,-0.0132,-0.646,-0.047,0.7123,-0.5259,0,IBB - XBI - IWM,478724544
OABI,Omniab,5.44,0.0245,458551,130,11/9/2023,0.0925,-0.0418,-0.2876,-0.0659,0.0316,-0.1795,0,IWM,632674688
MOGO,Mogo - Common Shares,1.77,0.0994,51261,91,11/9/2023,0.0996,0,-0.0612,,,,0,,44073000
FA,First Advantage,16.73,0.0054,279915,13,11/9/2023,0.0612,0.0142,0.593,0.0785,0.4555,-0.3095,0,IWM,2429006848
SLGL,Sol-Gel Technologies Ltd.,1.3,0.0425,17341,14,11/9/2023,0.1797,0.0347,-0.1423,0.0509,0.4194,-0.3212,0,,36120500
FREE,Whole Earth Brands - Class A,3.45,0.0029,147121,120,11/9/2023,0.0751,-0.1611,2.6585,0.9413,2.5423,-0.0534,0,,147835680
KVHI,KVH Industries,4.83,-0.0163,60671,33,11/9/2023,0.0667,-0.0411,0.1209,0.0836,1.1219,-0.4084,0,IWM,94356560
SGHC,Super Group (Sghc),3.31,0.0122,341924,64,11/9/2023,0.0694,-0.0783,0.1386,0.007,0.5003,-0.4948,0,IWM,1650133248
LNSR,Lensar,4.81,0.0105,25996,44,11/9/2023,0.1189,0.1244,-0.1375,0.0985,0.3065,-0.0692,0,,54094268
APLT,Applied Therapeutics,2.78,0.0258,1200295,479,11/9/2023,0.1777,-0.1039,0.0333,-0.0056,0.1707,-0.1862,0,,214697200
DSKE,Daseke,8.16,-0.0006,561416,628,11/9/2023,0.0956,-0.0201,-0.1244,0.5008,1.144,-0.0564,0,IWM,379453536
WHF,Whitehorse Finance - Closed End,12.61,0.0048,45237,18,11/9/2023,0.0331,-0.0033,0.2533,-0.0058,0.1653,-0.1719,0,,293095360
CLRO,Clearone,1.01,0,43987,,11/9/2023,,-0.0391,,,,,0,,24188076
WB,Weibo - American Depositary Shares,8.81,-0.0145,1742348,1332,11/9/2023,0.0589,-0.0572,0.0179,-0.2662,-0.0289,-0.5388,0,,2136263808
APYX,Apyx Medical,2.52,-0.0233,140318,137,11/9/2023,0.2225,-0.2029,4.4627,0.3713,1.3993,-0.1342,0,,87226072
BHIL,Benson Hill,0.2,0.1236,1394359,7,11/9/2023,0.2095,-0.2392,,0.256,0.6136,-0.0313,0,IWM,41675804
WWW,Wolverine World Wide,8.79,0.0185,969038,390,11/9/2023,0.134,0.0422,-0.1587,0.8172,2.625,-0.077,0,IWM,698113344
VIRX,Viracta Therapeutics,0.62,0.1071,145653,22,11/9/2023,0.1451,-0.147,0.0786,-0.174,-0.0031,-0.4811,0,,23947222
GRAB,Grab Hldgs,3.43,0.0331,17675800,10961,11/9/2023,0.1035,0.0313,-0.3463,-0.2571,-0.0175,-0.5556,0,,12831939584
NYC,American Strategic Investment Co. Class A,7.1999,-0.0526,4863,,11/9/2023,,-0.0109,,0.002,0.0629,-0.0693,0,,16807014
XFOR,X4 Pharmaceuticals,0.9511,0.1008,1944471,531,11/9/2023,0.1291,0.0668,0.0574,0.1071,0.4041,-0.1868,0,IWM,159110656
GLP,Global Partners LP Common Units Representing Limited Partner Interests,45.61,-0.0339,265000,118,11/9/2023,0.0563,0.0108,0.0349,-0.1149,0.0647,-0.2856,0,AMLP,1550537472
VALN,Valneva Se - American Depositary Shares,8.08,-0.0494,6147,,11/9/2023,,0.0667,,,,,0,,560640064
SHCR,Sharecare - Class A,1.03,-0.019,869543,54,11/9/2023,0.0803,-0.028,-0.31,0.1051,0.46,-0.15,0,IWM,362996608
CADL,Candel Therapeutics,1.43,0.1304,397465,,11/9/2023,,-0.13,,,,,0,,41315428
PHAT,Phathom Pharmaceuticals,6.74,-0.0337,522229,114,11/9/2023,0.1243,0.0051,-0.1049,-0.0748,0.1233,-0.3926,0,IBB - IWM,385881984
STTK,Shattuck Labs,9.135,0.015,1170289,943,11/9/2023,0.1898,-0.2321,1.6261,-0.2381,0.0525,-0.4825,0,,387772416
LCUT,Lifetime Brands,8.75,0.0198,52054,31,11/9/2023,0.1012,0.1027,0.0503,0.0495,0.588,-0.3547,0,,190874592
RXRX,Recursion Pharmaceuticals - Class A,10.09,0.0192,4520113,1971,11/9/2023,0.1304,-0.071,0.0428,-0.0646,0.1991,-0.4294,0,IBB - XBI - IWM,2178166528
WIX,Wix.com Ltd. -,133.3,0.018,534039,1434,11/9/2023,0.0997,-0.0355,-0.4334,-0.0509,0.2621,-0.6008,0,,7619573248
KIQ,Kelso Technologies,0.1562,0.0276,305903,,11/9/2023,,-0.0016,,,,,0,,8476988
PRTH,Priority Tech Holdings,3.26,0.0415,20878,,11/9/2023,,-0.0545,,,,,0,IWM,250115600
YETI,Yeti Holdings,45.85,0.0086,1269444,1861,11/9/2023,0.1057,-0.0066,-0.7367,0.1529,1.2611,-0.8309,0,,3982204416
IRWD,Ironwood Pharmaceuticals - Class A,15.32,0.0282,2351936,1410,11/9/2023,0.0711,0.0314,-0.1876,-0.0449,0.0938,-0.2133,0,IBB - XBI - IWM,2390367232
JSPR,Jasper Therapeutics - Class A,17.59,0.0132,469590,56,11/9/2023,0.1396,-0.0808,,-0.0861,0.0384,-0.3285,0,,196260960
IHRT,Iheartmedia - Class A,2.79,0.1341,897768,146,11/9/2023,0.0958,-0.1596,0.61,0.3496,1.196,0.0326,0,IWM,403201344
LI,Li Auto - American Depositary Shares,30.71,0.0069,5938065,21686,11/9/2023,0.072,-0.0434,-0.3029,0.2529,0.8401,-0.3963,0,,30777960448
IKNA,Ikena Oncology,1.4,0,208989,,11/9/2023,,-0.678,,,,,0,IWM,67561352
NVMI,Nova Ltd. -,160.66,0.0711,125571,576,11/9/2023,0.0646,0.0493,0.074,-0.1429,0.0068,-0.2734,0,,4614927872
WVE,Wave Life Sciences Ltd. -,4.1,0.0099,568453,137,11/9/2023,0.0965,-0.0955,0.1721,0.0047,0.3005,-0.5559,0,IBB - IWM,488464544
OCGN,Ocugen,0.538,0.0346,2121108,481,11/9/2023,0.0748,-0.0411,0.0922,-0.1816,-0.017,-0.2441,0,,137959392
WFCF,Where Food Comes From,13.44,0.0105,3445,,11/9/2023,,0,,,,,0,,74509624
REAX,Real Brokerage - Common Shares,2.97,-0.0034,208326,100,11/9/2023,0.0925,-0.0789,-0.078,-0.0297,0.039,-0.1388,0,,539945984
DDS,Dillard's,409.86,0.0373,97427,,11/9/2023,,-0.0538,,-0.3805,-0.3628,-0.3981,0,XRT - IWM,7418465792
DNUT,Krispy Kreme,13.56,0.003,874580,333,11/9/2023,0.0815,-0.0655,-0.1677,-0.0552,0.7274,-0.4762,0,IWM,2286134784
BKTI,BK Technologies,11.59,0.0248,7230,,11/9/2023,,-0.0296,,,,,0,,40049232
INKT,Mink Therapeutics,0.91,0.0581,50011,,11/9/2023,,-0.0672,,,,,0,,31402590
AEZS,Aeterna Zentaris,1.79,0.056,13073,,11/9/2023,0.3627,0.0241,,0.0082,0.0082,0.0082,0,,8692025
SN,Sharkninja,51.02,0.0231,814396,570,11/9/2023,,-0.0086,,,,,0,,7090907648
COMM,Commscope Hldg Co,2.18,0.0187,3192654,2654,11/9/2023,0.1907,0,-0.2123,0.2223,0.8232,-0.292,0,IWM,462287520
PRPH,Prophase Labs,5.24,-0.0019,23403,14,11/9/2023,0.088,0.0782,0.7101,-0.0161,0.1716,-0.1974,0,,94555952
GLUE,Monte Rosa Therapeutics,4.87,0.0384,254029,97,11/9/2023,0.1528,-0.1057,0.4434,-0.0439,0.0851,-0.1819,0,IWM,243894560
TLS,Telos,4.29,0.0362,446705,73,11/9/2023,0.1627,-0.0065,-0.1416,1.5816,5.4933,-0.1461,0,,298510240
TAST,Carrols Restaurant Group,9.43,0.0021,874099,167,11/9/2023,0.0848,0.2267,0.8266,-0.0634,0.2542,-0.3597,0,IWM,513899360
XERS,Xeris Biopharma Holdings,2.87,0.0513,1620073,260,11/9/2023,0.0759,-0.0884,-0.1123,-0.1484,0,-0.3498,0,IWM,396249408
CION,Cion Invt,11.06,0.0073,249385,27,11/9/2023,0.0361,0.037,0.2141,0.0701,0.5313,-0.6766,0,,600552384
SPLP,Steel Partners Holdings LP Partnership Unit,37.25,0.0117,1966,,11/9/2023,,0.0106,,,,,0,,811210752
SOHO,Sotherly Hotels,1.38,0.0299,65797,,11/9/2023,,-0.0616,,,,,0,,27181584
EVOK,Evoke Pharma,0.745,0.1604,30223,,11/9/2023,,0.1034,,,,,0,,2490579
VERA,Vera Therapeutics - Class A,43.21,0.1504,848227,588,11/9/2023,0.1538,-0.0009,-0.0611,-0.1288,-0.0935,-0.1481,0,IBB - XBI - IWM,2320685568
SYBX,Synlogic,1.77,-0.487,47313,4,11/9/2023,0.1847,-0.1502,,,,,0,,16265155
OMGA,Omega Therapeutics,3.86,0.0722,1505506,295,11/9/2023,0.201,-0.0506,-0.067,-0.1752,-0.0965,-0.3034,0,IWM,212835376
IMVT,Immunovant,35.5,0.0065,1495378,2043,11/9/2023,0.0567,-0.0623,0.0656,-0.1411,0.1405,-0.337,0,IBB - XBI - IWM,5135497728
WD,Walker & Dunlop,93.98,-0.0102,210016,143,11/9/2023,0.065,-0.033,0.0845,-0.0521,0.1078,-0.1707,0,KBE - IWM,3130860288
HOOK,Hookipa Pharma,0.6766,0.0144,1828512,117,11/9/2023,0.1249,-0.1197,,0.5632,1.2357,-0.1093,0,,66949632
FVRR,Fiverr Intl,29.27,0.0544,756306,1406,11/9/2023,0.1591,-0.0532,-0.3408,-0.1409,0.1199,-0.4115,0,,1123355648
UTZ,Utz Brands Class A Common,18.43,0.0138,779552,466,11/9/2023,0.0826,0,-0.3387,-0.1567,-0.0114,-0.317,0,IWM,1495436416
RLYB,Rallybio,1.77,0.0351,161858,,11/9/2023,,0.0133,,,,,0,IWM,66907520
AVTX,Avalo Therapeutics,4.68,0.0286,28629864,,11/9/2023,,-0.1009,,-0.0083,-0.0003,-0.0152,0,,3751455
CMAX,Caremax - Class A,5.04,-0.0345,370174,12,11/9/2023,0.1306,-0.1408,0.0103,-0.1898,-0.0176,-0.4857,0,IWM,18873222
OCX,Oncocyte,3.05,0.0702,15962,6,11/9/2023,0.1896,0.2971,,0.0016,0.0016,0.0016,0,,25195324
AGRX,Agile Therapeutics,1.1701,-0.0249,57467,,11/9/2023,,0.0354,,,,,0,,2938890
LNZA,Lanzatech Global,3.58,0.1118,229297,58,11/9/2023,0.1084,0.0236,1.008,1.6293,1.6293,1.6293,0,IWM,702043712
ESEA,Euroseas Ltd.,39.4,-0.0269,40698,,11/9/2023,,-0.0193,,,,,0,,280378528
VERX,Vertex - Class A,26.58,0.0278,506165,185,11/9/2023,0.1378,0.2103,0.7461,0.3431,0.9188,-0.0455,0,,4082079488
SPGC,Sacks Parente Golf,0.78,0.0143,65256,,11/9/2023,,-0.0707,,,,,0,,11384778
QBTS,D-Wave Quantum Common Shares,1.09,0.172,1392376,304,11/9/2023,0.1468,-0.1699,0.0467,-0.095,-0.0703,-0.1197,0,,174322064
AMLX,Amylyx Pharmaceuticals,16.14,0.044,1355372,1589,11/9/2023,0.1192,-0.3189,2.0258,-0.3105,-0.2125,-0.4484,0,IBB - IWM,1089736448
PMVP,PMV Pharmaceuticals,1.68,-0.0059,677302,69,11/9/2023,0.1745,0.0215,-0.1147,0.4901,1.4352,-0.0629,0,IWM,85944832
FREY,Freyr Battery,1.84,0.0337,3002572,1344,11/9/2023,0.085,-0.3821,2.6853,-0.1002,0.1108,-0.2749,0,,257057568
NEON,Neonode,1.69,-0.0231,55378,70,11/9/2023,0.1392,-0.0763,0.0079,0.3676,1.8717,-0.1936,0,,25957522
EDAP,Edap Tms S.A. - American Depositary Shares Each Representing One Ordinary Share,6.27,-0.0203,139549,94,11/9/2023,0.1019,-0.2694,1.0579,-0.1067,0.6369,-0.5518,0,,226631024
IPSC,Century Therapeutics,4.3,-0.0337,171000,27,11/9/2023,0.1196,-0.1312,0.6686,0.01,0.4948,-0.3309,0,IWM,257290368
HBI,Hanesbrands,4.6,0.0088,6754136,2152,11/9/2023,0.0724,-0.0521,-0.3885,0.437,3.0127,-0.5442,0,IWM,1609478272
YPF,YPF Sociedad Anonima,16.64,0.0525,2704634,6243,11/9/2023,0.0512,-0.007,-0.4164,0.1971,1.3829,-0.9237,0,,6544724992
SLVM,Sylvamo,46.52,-0.0045,293792,90,11/9/2023,0.074,0.0386,-0.2839,0.2663,1.0974,-0.081,0,IWM,1933077248
VRCA,Verrica Pharmaceuticals,5.51,0.0515,795120,171,11/9/2023,0.102,-0.0983,0.0056,0.0866,1.0875,-0.5239,0,IWM,231775696
XTNT,Xtant Medical Hldgs,1.07,0.0094,77106,,11/9/2023,,-0.0248,,,,,0,,139217920
ATLC,Atlanticus Holdings,32.48,0.0062,15996,,11/8/2023,0.1353,-0.0399,0.1522,0.0415,0.2901,-0.2076,0,IWM,473803296
ADES,Advanced Emissions Solns,3.36,0,80654,52,11/8/2023,0.1066,0.0722,-0.1627,0.4833,1.1464,-0.016,0,,111716904
ACET,Adicet Bio,3.27,-0.0325,906276,109,11/8/2023,0.132,-0.0602,,-0.0719,0.0675,-0.2593,0,IWM,268305088
CUTR,Cutera,2.62,-0.0113,1626224,991,11/8/2023,0.2963,-0.4255,-0.4424,-0.0221,0.3032,-0.3852,0,IWM,52439480
PDFS,PDF Solutions,33.76,0.0163,212173,10,11/8/2023,0.0864,-0.0167,-0.0226,0.3643,1.2011,-0.5569,0,IWM,1291704832
BKCC,Blackrock Cap Inv,3.71,-0.0027,193147,16,11/8/2023,0.0371,-0.0084,-0.1484,-0.0934,0.3008,-0.453,0,,269241760
JXN,Jackson Finl,51.84,-0.0025,719488,472,11/8/2023,0.0809,0.122,0.5242,0.3889,0.9863,-0.0715,0,KBE - IWM,4121283328
RSLS,Reshape Lifesciences,0.1877,-0.0423,5875631,,11/8/2023,,-0.0918,,,,,0,,4402888
OFIX,Orthofix Medical,14.42,-0.0089,787888,76,11/8/2023,0.0748,-0.1037,-0.1755,0.0134,0.6515,-0.4312,0,IWM,529771776
NN,Nextnav,4.41,0.0023,583895,1401,11/8/2023,0.0978,-0.0061,-0.3048,,,,0,IWM,485699328
VISL,Vislink Technologies,3.33,0.0278,9090,,11/8/2023,0.3488,-0.1309,0.7356,-0.6466,-0.6466,-0.6466,0,,7950252
MGNI,Magnite,9.51,0.0204,945675,610,11/8/2023,0.1789,-0.0034,-0.5633,0.7685,1.2704,-0.0881,0,IWM,1310963072
RBT,Rubicon Technologies Class A,1.15,-0.0254,221929,68,11/8/2023,0.2889,-0.181,0.1053,-0.0229,-0.0165,-0.0292,0,,48748200
APP,Applovin - Class A,46.35,-0.0043,2770281,6088,11/8/2023,0.1748,-0.011,-0.6105,0.2831,0.4296,0.0218,0,,15564403712
ALTG,Alta Equipment Group Class A,11.71,-0.0026,300419,193,11/8/2023,0.1063,0.1688,1.7873,0.0194,0.5863,-0.4444,0,IWM,379030560
EFXT,Enerflex Common Shares,5.17,-0.0134,34933,41,11/8/2023,0.0586,0.1044,0.0097,0.1093,0.3583,-0.0468,0,,640483392
MTNB,Matinas Biopharma Hldgs,0.2099,0.0239,6759084,,11/8/2023,,-0.1218,,,,,0,,45603820
FNV,Franco-Nevada,108.84,0.0031,717713,1487,11/8/2023,0.0407,-0.0022,-0.1284,-0.1844,-0.0967,-0.3735,0,,20910274560
INFN,Infinera,5.35,0.0269,2408780,941,11/8/2023,0.1269,0.1459,3.8353,0.0915,1.1124,-0.2923,0,IWM,1214042368
LUXH,Luxurban Hotels,3.14,0.0753,320553,,11/8/2023,,0.075,,,,,0,,115665648
RCMT,RCM Technologies,28.49,0.0237,66348,35,11/8/2023,0.1073,0.1414,-0.017,-0.0797,0.0165,-0.3287,0,,223144880
MGM,MGM Resorts Intl,46.74,0.0067,4371439,11757,11/8/2023,0.053,-0.0114,-0.6289,0.2996,1.2106,-0.576,0,SPY - XLY,15965607936
SPIR,Spire Global Class A,10.44,0.281,115138,135,11/8/2023,0.1443,-0.0021,-0.2874,-0.0114,0.1167,-0.2047,0,,217651648
GLRE,Greenlight Capital Re,11.57,0.014,79310,29,11/8/2023,0.0385,-0.0193,0.138,0.4591,2.0065,-0.0981,0,IWM,407989184
LMB,Limbach Holdings,44.81,0.0445,156311,95,11/8/2023,0.1383,0.1787,0.4044,0.6854,1.7902,0.1285,0,IWM,493063264
